week_start,station,sample_date,latitude,longitude,month,year,pda,temp,silicate,nitrate,avg_chloro,potential_bloom,sst_roll_14d,anom_roll_14d,sst_roc_3d,warm_degree_days_14d,above_avg,temp_lag1,temp_lag2,silicate_lag1,silicate_lag2,nitrate_lag1,nitrate_lag2,avg_chloro_lag1,avg_chloro_lag2,silicate_nitrate_ratio,isHarmful,station_id,wind_speed_mps,wave_height_m,dominant_period_s,mean_wave_dir_deg,atm_pressure_hpa,air_temp_c,sea_surface_temp_c
2026-03-30,Santa Monica Pier,2026-03-30 21:00:00,34.008,-118.499,3,2026,0.0,20.0,,,,0,,,,,0.0,20.0,18.0,,,,,,,,0,46025,3.0,0.7,16.0,189.0,1015.8,17.5,17.0
2026-03-30,Scripps Pier,2026-03-30 19:22:00,32.867,-117.257,3,2026,0.0,19.0,,,1.22,0,18.895713806152344,3.667857050895691,0.05333391825358073,24.427664905124246,1.0,18.6,17.7,,,,,1.07,0.84,,0,46086,3.0,1.2,13.0,195.0,1015.8,17.3,18.0
2026-03-30,Stearns Wharf,2026-03-30 15:20:00,34.408043,-119.68485,3,2026,,18.1,,,,,16.67214243752616,2.875714199883597,0.11666679382324219,10.271998914082847,1.0,18.3,16.5,,,,,,,,,46053,2.0,0.9,10.0,267.0,1014.4,16.7,15.9
2026-04-06,Bodega Marine Lab,2026-04-06 19:26:00,38.31613,-123.0705,4,2026,,14.0,,,,,12.1957140650068,0.5164285536323275,0.2133331298828125,1.0678890864054367,1.0,13.0,10.7,,,,,,,,,46013,5.0,1.3,14.0,257.0,1014.75,12.4,
2026-04-06,Cal Poly Pier,2026-04-12 17:12:00,35.170204,-120.740685,4,2026,0.0,16.4,,,3.13,0,14.912142617361885,1.7799999628748213,0.07999992370605469,4.861778047349718,0.0,16.2,16.35,,,,,2.9,1.005,,0,46011,6.0,1.5,14.0,267.0,1015.4,14.3,15.2
2026-04-06,Newport Beach Pier,2026-04-08 17:30:00,33.6061,-117.9311,4,2026,0.0,17.0,,,1.69,0,18.423571041652135,3.4892856563840593,0.013333638509114584,22.3634431415134,1.0,17.6,18.0,,,,,1.88,1.89,,0,46025,3.0,1.0,15.0,187.0,1014.8,16.6,17.9
2026-04-06,Santa Cruz Wharf,2026-04-08 14:35:00,36.958,-122.017,4,2026,0.003382,15.0,,,0.92,0,14.25785677773612,2.1142856734139577,0.026666641235351562,4.023665608300101,1.0,13.9,14.9,,,,,2.04,0.84,,0,46042,,,,,,,
2026-04-06,Santa Monica Pier,2026-04-06 18:00:00,34.008,-118.499,4,2026,0.0,19.0,,,,0,,,,,0.0,20.0,20.0,,,,,,,,0,46025,3.0,1.0,15.0,187.0,1014.8,16.6,17.9
2026-04-06,Scripps Pier,2026-04-06 18:16:00,32.867,-117.257,4,2026,0.0,18.3,,,1.09,0,18.722142355782644,3.4228570631572177,0.03999964396158854,20.278442467583552,1.0,19.0,18.6,,,,,1.22,1.07,,0,46086,4.0,1.3,15.0,200.0,1014.9,16.9,18.0
2026-04-13,Bodega Marine Lab,2026-04-13 19:09:00,38.31613,-123.0705,4,2026,,14.3,,,,,12.652142592838832,1.0057142632348197,-0.1033334732055664,2.64400038189358,0.0,14.0,13.0,,,,,,,,,46013,7.0,1.8,10.0,301.0,1018.3,12.1,
2026-04-13,Cal Poly Pier,2026-04-19 16:58:00,35.170204,-120.740685,4,2026,0.0,14.6,,,4.34,0,14.356428282601494,1.2442856899329595,0.15999984741210938,0.8752220895555283,0.0,16.4,16.2,,,,,3.13,2.9,,0,46011,7.0,2.1,10.0,311.0,1016.7,14.0,15.0
2026-04-13,Monterey Wharf,2026-04-14 17:01:00,36.603683,-121.889275,4,2026,,15.1,,,,,14.07428537096296,1.8342856849942888,0.0733334223429362,1.5423333273993602,1.0,14.6,13.8,,,,,,,,,46042,8.0,1.6,10.0,316.0,1016.9,13.4,14.7
2026-04-13,Newport Beach Pier,2026-04-15 17:30:00,33.6061,-117.9311,4,2026,0.0,17.5,,,1.69,0,18.601428031921387,3.6035713297980174,0.15000025431315103,22.914996655782065,1.0,17.0,17.6,,,,,1.69,1.88,,0,46025,4.0,0.9,14.0,205.0,1015.1,16.0,16.9
2026-04-13,Santa Cruz Wharf,2026-04-15 14:20:00,36.958,-122.017,4,2026,0.0,14.1,,,1.26,0,14.336428165435791,2.2314285380499705,0.06333319346110027,4.705109808180067,1.0,15.0,13.9,,,,,0.92,2.04,,0,46042,8.0,1.6,10.0,316.0,1016.9,13.4,14.7
2026-04-13,Santa Monica Pier,2026-04-13 21:00:00,34.008,-118.499,4,2026,0.0,19.0,,,,0,,,,,0.0,19.0,20.0,,,,,,,,0,46025,4.0,0.9,14.0,205.0,1015.1,16.0,16.9
2026-04-13,Scripps Pier,2026-04-13 19:55:00,32.867,-117.257,4,2026,0.0,19.4,,,1.21,0,18.673571041652135,3.294285637991769,0.08666674296061198,17.739221933152944,1.0,18.3,19.0,,,,,1.09,1.22,,0,46086,4.0,1.3,14.0,204.0,1015.3,16.3,18.5
2026-04-20,Cal Poly Pier,2026-04-26 18:05:00,35.170204,-120.740685,4,2026,0.0,15.2,,,3.31,0,14.367856911250524,1.2328571208885737,-0.05333360036214193,0.7462230152553975,1.0,14.6,16.4,,,,,4.34,3.13,,0,46011,6.0,1.7,14.0,281.0,1014.6,14.6,16.3
2026-04-20,Monterey Wharf,2026-04-21 15:37:00,36.603683,-121.889275,4,2026,,13.2,,,,,13.980714048658099,1.7371428183146886,-0.030000050862630207,0.9631123754713258,0.0,15.1,14.6,,,,,,,,,46042,5.0,1.7,14.0,289.0,1013.6,13.5,14.6
2026-04-20,Newport Beach Pier,2026-04-22 17:30:00,33.6061,-117.9311,4,2026,0.0,17.5,,,1.4,0,18.649285180228098,3.550714203289577,-0.21999994913736978,21.34588582780626,1.0,17.5,17.0,,,,,1.69,1.69,,0,46025,4.0,1.0,14.0,209.0,1014.7,16.0,17.5
2026-04-20,Santa Cruz Wharf,2026-04-22 14:15:00,36.958,-122.017,4,2026,0.263409,14.2,,,3.52,1,14.139285360063825,2.0414285319192067,-0.02333354949951172,2.337887679206,0.0,14.1,15.0,,,,,1.26,0.92,,1,46042,5.0,1.7,14.0,289.0,1013.6,13.5,14.6
2026-04-20,Santa Monica Pier,2026-04-20 21:00:00,34.008,-118.499,4,2026,,19.0,,,,,,,,,0.0,19.0,19.0,,,,,,,,,46025,4.0,1.0,14.0,209.0,1014.7,16.0,17.5
2026-04-20,Scripps Pier,2026-04-20 18:19:00,32.867,-117.257,4,2026,,19.4,,,1.75,,18.498571259634836,3.006428497178214,-0.18666648864746094,13.330891609191895,1.0,19.4,18.3,,,,,1.21,1.09,,,46086,5.0,1.3,14.0,209.0,1015.1,16.4,18.6
2026-04-27,Cal Poly Pier,2026-05-03 17:45:00,35.170204,-120.740685,4,2026,0.367,14.4,,,7.17,1,14.056428364345006,0.8614285495132208,0.05666669209798177,0.7074450916714135,0.0,15.2,14.6,,,,,3.31,4.34,,1,46011,6.0,1.7,13.0,308.0,1015.6,14.1,15.7
2026-04-27,Monterey Wharf,2026-04-28 16:03:00,36.603683,-121.889275,4,2026,,14.8,,,,,13.703571115221296,1.4249999608312334,0.036666552225748696,0.11144492891099667,0.0,13.2,15.1,,,,,,,,,46042,7.0,1.8,13.0,300.0,1015.8,13.0,13.8
2026-04-27,Newport Beach Pier,2026-04-29 17:30:00,33.6061,-117.9311,4,2026,0.0,15.5,,,2.98,0,18.149999618530273,2.913571374756949,0.04666709899902344,12.32488831414117,1.0,17.5,17.5,,,,,1.4,1.69,,0,46025,3.0,0.8,12.0,250.0,1014.7,15.6,17.1
2026-04-27,Santa Cruz Wharf,2026-04-29 14:30:00,36.958,-122.017,4,2026,0.851654,14.0,,,3.39,1,13.827856813158308,1.7114285400935583,0.07000001271565755,0.4403326988220204,0.0,14.2,14.1,,,,,3.52,1.26,,1,46042,7.0,1.8,13.0,300.0,1015.8,13.0,13.8
2026-04-27,Santa Monica Pier,2026-04-27 21:00:00,34.008,-118.499,4,2026,,18.9,,,,,,,,,0.0,19.0,19.0,,,,,,,,,46025,3.0,0.8,12.0,250.0,1014.7,15.6,17.1
2026-04-27,Scripps Pier,2026-04-27 19:15:00,32.867,-117.257,4,2026,,19.1,,,1.43,,18.219999858311244,2.5849999529974803,0.09000015258789062,7.81989180246989,1.0,19.4,19.4,,,,,1.75,1.21,,,46086,5.0,1.1,13.0,264.0,1015.0,16.2,18.1
2026-05-04,Cal Poly Pier,2026-05-10 17:23:00,35.170204,-120.740685,5,2026,,14.2,,,16.63,,,,,,,14.4,15.2,,,,,7.17,3.31,,,46011,9.0,1.8,12.0,307.0,1016.1,13.7,15.1
2026-05-04,Monterey Wharf,2026-05-05 16:25:00,36.603683,-121.889275,5,2026,,14.5,,,,,,,,,,14.8,13.2,,,,,,,,,46042,8.0,1.8,12.0,309.0,1016.7,12.8,13.2
2026-05-04,Santa Cruz Wharf,2026-05-06 14:20:00,36.958,-122.017,5,2026,0.181674,14.3,,,1.28,1,,,,,,14.0,14.2,,,,,3.39,3.52,,1,46042,8.0,1.8,12.0,309.0,1016.7,12.8,13.2
2026-05-04,Santa Monica Pier,2026-05-04 21:00:00,34.008,-118.499,5,2026,,16.5,,,,,,,,,,18.9,19.0,,,,,,,,,46025,3.0,0.8,14.0,239.0,1014.9,15.1,16.4
2026-05-04,Scripps Pier,2026-05-04 18:47:00,32.867,-117.257,5,2026,,18.3,,,2.33,,,,,,,19.1,19.4,,,,,1.43,1.75,,,46086,4.0,1.2,15.0,274.5,1015.5,16.1,
2026-05-11,Santa Cruz Wharf,2026-05-13 14:45:00,36.958,-122.017,5,2026,0.487666,15.4,,,2.1,1,,,,,,14.3,14.0,,,,,1.28,3.39,,1,46042,9.0,2.5,10.0,309.0,1016.5,12.4,13.1
2026-05-11,Santa Monica Pier,2026-05-11 18:00:00,34.008,-118.499,5,2026,,18.0,,,,,,,,,,16.5,18.9,,,,,,,,,46025,2.0,0.9,14.0,211.5,1014.9,15.5,17.0
2026-05-11,Scripps Pier,2026-05-11 18:17:00,32.867,-117.257,5,2026,,19.3,,,1.99,,,,,,,18.3,19.1,,,,,2.33,1.43,,,46086,3.0,1.6,11.0,279.0,1014.9,16.3,19.0
